question_id,question,model,model_name,generated_aql,generation_time,generation_error
Q097,How many people reviewed restaurant Vintner Grill in 2010?,DeepSeek-Coder,deepseek-coder:6.7b,"LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Vintner Grill""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FILTER r.year == 2010

            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u._id
)

RETURN LENGTH(users)",3.7718052864074707,
Q098,Find all users who have written tips about businesses in Dallas,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN 1..1 OUTBOUND uid WritesTip
    FILTER u.city == ""Dallas""
    RETURN DISTINCT {
        user_id: u.user_id,
        name: u.name
    }",2.9100887775421143,
Q099,Find all states in which there is a Whataburger,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Whataburger""
    RETURN DISTINCT b.state",2.381483793258667,
Q100,Find all cities in which there is a restaurant callled MGM Grand Buffet,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""MGM Grand Buffet""
    RETURN DISTINCT b.city",1.8886611461639404,
Q101,Find all cities in Texas in which there is a restaurant callled MGM Grand Buffet,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""MGM Grand Buffet"" AND b.state == ""Texas""
    RETURN DISTINCT b.city",2.4178781509399414,
Q102,Find the number of reviews on businesses located in South Summerlin neighborhood,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""South Summerlin""
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        FILTER n.neighborhood_name == ""South Summerlin""
        COLLECT neighborhood = n.neighborhood_name
        WITH COUNT INTO review_count
    RETURN review_count",3.3534529209136963,
Q103,How many escape games are there in Madison?,DeepSeek-Coder,deepseek-coder:6.7b,"I'm sorry, but I can't help with that. As per the provided schema, I can't find any information about escape games. If you have information about escape games in the schema, please update the schema information and I can help you with the corresponding AQL query.",3.113506555557251,
Q104,Find the users who have given tips on pet groomers,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN 1..1 INBOUND ""Users"" WritesTip
    FOR t IN 1..1 INBOUND t TipsBusiness
        FOR b IN 1..1 INBOUND t BusinessCategory
            FILTER b.category_name == ""Pet Groomers""
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }",3.61869478225708,
Q105,List all reviews for bistros with rating less than 1.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR r IN Reviews
    FILTER r.rating < 1.5
    RETURN 
        {
            review_id: r.rid,
            user_id: r.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text
        }",3.289283275604248,
Q106,Find the number of users called Michelle,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Michelle""
    RETURN COUNT(u)",2.235539197921753,
Q107,Find the cities of businesses rated below 1.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating < 1.5
    RETURN b.city",2.1290788650512695,
Q108,In which neighborhoods Michelle has reviewed a buissness?,DeepSeek-Coder,deepseek-coder:6.7b,"LET neighborhoods = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
                    RETURN DISTINCT n.neighborhood_name
)

RETURN neighborhoods",3.612173318862915,
Q109,Find the business with the most number of reviews in April,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.is_open

    LET reviews = (
        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FILTER r.month == ""April""
            RETURN r
    )

    SORT LENGTH(reviews) DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: LENGTH(reviews)
    }",4.383860349655151,
Q110,"Find all tips for ""Cafe Zinho"" in Texas.",DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho"" && b.state == ""Texas""
    FOR t IN 1..1 INBOUND b TipsBusiness
        FOR u IN 1..1 INBOUND t WritesTip
            RETURN {
                tip_id: t.tip_id,
                user_id: u.user_id,
                likes: t.likes,
                text: t.text
            }",3.9889609813690186,
Q111,"Find all cities which has a ""Taj Mahal"".",DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Taj Mahal""
    RETURN DISTINCT b.city",2.367933988571167,
Q112,List all businesses that are restaurants in Pennsylvania.,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.state == ""Pennsylvania""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Restaurants"" IN categories
    RETURN b",3.046689033508301,
Q113,Return me the number of businesses that are restaurants.,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",2.960423707962036,
Q114,List all users who reviewed businesses that are restaurants.,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FILTER EXISTS(
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    FILTER c.category_name == ""Restaurants""
            )
            RETURN DISTINCT u.user_id",3.785842180252075,
Q115,"Return me the number of cities that has ""Panda Express"".",DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Panda Express""
    RETURN DISTINCT b.city

Notice that this query will return a list of distinct cities that ""Panda Express"" is located in. To get the count of these cities, you may not use the LENGTH() function, but instead use COUNT() function in AQL to get the total number of these cities.

Final AQL:

FOR b IN Businesses
    FILTER b.name == ""Panda Express""
    RETURN COUNT(DISTINCT b.city)",4.548047065734863,
Q116,"List all tips for ""Cafe Zinho"" in Pennsylvania in 2010.",DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho""
    FILTER b.state == ""Pennsylvania""

    FOR t IN 1..1 INBOUND b TipsBusiness
        FILTER t.year == 2010

        RETURN DISTINCT {
            tip_id: t.tip_id,
            user_id: t.user_id,
            likes: t.likes,
            text: t.text,
            year: t.year
        }",4.27398157119751,
Q117,Return me the number of tips that are written by Michelle.,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN LENGTH(
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN t._id
)",2.8084356784820557,
Q118,Return me the number of tips that are written by Michelle in 2010.,DeepSeek-Coder,deepseek-coder:6.7b,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2010
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)",3.041123390197754,
Q119,List all users who reviewed businesses that are restaurants in 2010.,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.year == 2010
        FOR b IN 1..1 INBOUND r ReviewsBusiness
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Restaurants""
                RETURN {user_id: u.user_id, name: u.name}",3.999892234802246,
Q120,Find the total checkins in Brighton Heights neighborhood,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Brighton Heights""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Brighton Heights""

            FOR ch IN 1..1 OUTBOUND b BusinessCheckin
                RETURN ch.count
)

RETURN SUM(businesses)",4.121664762496948,
Q121,Find the total checkins in Sundays,DeepSeek-Coder,deepseek-coder:6.7b,"LET values = (
    FOR b IN Businesses

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER ch.day == ""Sunday""
            RETURN ch.count
)

RETURN SUM(values)",2.996190071105957,
Q122,Find all the tips from a user who has written a review in 2012,DeepSeek-Coder,deepseek-coder:6.7b,"LET user = (
    FOR u IN Users
        FILTER u.name == ""UserName""
        RETURN u.user_id
)

FOR v, e, p IN 1..1 INBOUND user WritesReview
    FILTER v.year == 2012
    FOR t IN 1..1 INBOUND v TipsBusiness
        RETURN DISTINCT  {
            tip_id: t.tip_id,
            text: t.text,
            user_id: u.user_id,
            likes: t.likes
        }",4.558094263076782,
Q123,Find the total number of reviews written in March,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR r IN Reviews
        FILTER r.month 3
        RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",2.6321141719818115,
Q124,Find the number of tips written in each month,DeepSeek-Coder,deepseek-coder:6.7b,"RETURN LENGTH(
    FOR t IN Tips
        GROUP BY t.month
        RETURN 1
)",2.22615909576416,
Q125,How many neighborhoods have a business with rating 5 in Madison?,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.rating == 5
    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        COLLECT neighborhood = n.neighborhood_name
        RETURN COUNT(DISTINCT neighborhood)",2.987126350402832,
Q126,Find the business which has the most number of categories,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        RETURN {
            business_id: b.business_id,
            name: b.name,
            categories: (
                FOR v, e, p IN 1..1 OUTBOUND b BusinessCategory
                    RETURN DISTINCT p.category_name
            )
        }
)

FOR b IN businesses
    SORT LENGTH(b.categories) DESC
    LIMIT 1
    RETURN b.business_id, b.name, LENGTH(b.categories)",4.399439811706543,
Q127,List all the reviews which rated a business less than 1,DeepSeek-Coder,deepseek-coder:6.7b,"FOR r IN Reviews
    FILTER r.rating < 1
    RETURN {
        review_id: r.rid,
        business_id: r.business_id,
        user_id: r.user_id,
        rating: r.rating,
        text: r.text
    }",3.155120611190796,
Q128,Find all reviews for businesses rated 2.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR r IN Reviews
    FILTER r.rating == 2.5
    RETURN {
        review_id: r.rid,
        user_id: r.user_id,
        business_id: r.business_id,
        rating: r.rating,
        text: r.text
    }",3.2434935569763184,
