question_id,question,difficulty,question_type,intent,comparison_method,model,model_name,generated_aql,gold_aql,generation_time,generation_error,validation_valid,validation_errors,validation_warnings,privacy_allowed,sensitive_fields,executed,execution_error,gold_executed,gold_execution_error,gold_result_count,generated_result_count,functional_correct,error_category,approach,agent_corrected,agent_correction_attempts,original_aql,final_aql
Q066,How many Egyptian restaurants are there in Edinburgh?,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Egyptian Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Egyptian"" IN categories
        FILTER ""Restaurants"" IN categories

        RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",4.848889827728272,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Egyptian Restaurants""
                RETURN c.category_name
        )

        FILTER ""Egyptian Restaurants"" IN categories
        RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Egyptian Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q067,Find the average number of checkins in restaurant Barrio Café per day,advanced,graph_group_aggregation,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Barrio Café""
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            COLLECT day = ch.day
            AGGREGATE total_checkins = SUM(ch.count)
            SORT day
            RETURN {
                day: day,
                total_checkins: total_checkins
            }
)
RETURN AVG(values.total_checkins)","
FOR b IN Businesses
    FILTER b.name IN [""Barrio Café"", ""Barrio Cafe""]

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin

        COLLECT day = ch.day
        AGGREGATE total_checkins = SUM(ch.count)

        COLLECT AGGREGATE average_checkins = AVERAGE(total_checkins)

        RETURN average_checkins
",4.684953212738037,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,False,0,"LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Barrio Café""
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            COLLECT day = ch.day
            AGGREGATE total_checkins = SUM(ch.count)
            SORT day
            RETURN {
                day: day,
                total_checkins: total_checkins
            }
)
RETURN AVG(values.total_checkins)","LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Barrio Café""
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            COLLECT day = ch.day
            AGGREGATE total_checkins = SUM(ch.count)
            SORT day
            RETURN {
                day: day,
                total_checkins: total_checkins
            }
)
RETURN AVG(values.total_checkins)"
Q068,Which Indian restaurant in Dallas has the highest rating?,advanced,graph_filter_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }
",5.639068126678467,,True,,,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }"
Q069,Which restaurants in Dallas were reviewed by user Patrick?,complex,multi_hop_graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas"" AND b.review_count > 0
    LET reviews = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            FILTER r.reviewer_name == ""Patrick""
            RETURN r.business_id
      )
    FILTER b.business_id IN reviews
    RETURN  {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
      }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.city == ""Dallas""

            LET categories = (
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    RETURN c.category_name
            )

            FILTER ""Restaurants"" IN categories

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                rating: b.rating
            }
",18.885162591934204,,False,Unknown attribute 'reviewer_name' in collection 'Businesses'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,0.0,,False,unknown_attribute,RAG + Agent,True,2,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET reviews = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            FILTER r.reviewer_name == ""Patrick""
            RETURN r.business_id
    )

    FILTER b.business_id IN reviews

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","FOR b IN Businesses
    FILTER b.city == ""Dallas"" AND b.review_count > 0
    LET reviews = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            FILTER r.reviewer_name == ""Patrick""
            RETURN r.business_id
      )
    FILTER b.business_id IN reviews
    RETURN  {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
      }"
Q070,How many businesses are there in the Stone Meadows neighborhood in Madison?,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""the Stone Meadows neighborhood in Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Businesses""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Stone Meadows""

            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",4.3607258796691895,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,True,0,"LET business_count = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""
        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Stone Meadows""
            RETURN b._id
)

RETURN LENGTH(business_count)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""the Stone Meadows neighborhood in Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Businesses""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q071,Find all users who have written tips for Barrio Café in 2015,complex,multi_hop_graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Barrio Café"" AND b.year == 2015

    FOR t IN 1..1 INBOUND b TipsBusiness
        FOR u IN 1..1 INBOUND t.user_id Users
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }","
FOR b IN Businesses
    FILTER b.name IN [""Barrio Café"", ""Barrio Cafe""]

    FOR t IN 1..1 INBOUND b TipsBusiness
        FILTER t.year == 2015

        FOR u IN 1..1 INBOUND t WritesTip

            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }
",14.245845794677734,,False,Unknown attribute 'year' in collection 'Businesses'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,17.0,,False,unknown_attribute,RAG + Agent,True,2,"FOR b IN Businesses
    FILTER b.name == ""Barrio Café"" AND b.year == 2015

    FOR t IN 1..1 INBOUND b TipsBusiness
        FOR u IN 1..1 INBOUND t.user_id Users
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
             }","FOR b IN Businesses
    FILTER b.name == ""Barrio Café"" AND b.year == 2015

    FOR t IN 1..1 INBOUND b TipsBusiness
        FOR u IN 1..1 INBOUND t.user_id Users
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }"
Q072,Find all businesses in Texas with a rating below 2,simple,document_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.state == ""Texas""
    FILTER b.rating < 2
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }","
FOR b IN Businesses
    FILTER b.state == ""Texas""
    FILTER b.rating < 2

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        rating: b.rating
    }
",3.914150476455689,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.state == ""Texas""
    FILTER b.rating < 2
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }","FOR b IN Businesses
    FILTER b.state == ""Texas""
    FILTER b.rating < 2
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }"
Q073,Find all restaurants that serve seafood in Los Angeles,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Restaurant""
    FILTER EXISTS(
        FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.name == ""Seafood""
    )
    RETURN DISTINCT b.name

This corrected AQL query follows all the important rules and preserves the semantic constraints from the original question while avoiding any conditions that appear only in the previous incorrect AQL. The query filters out businesses in Los Angeles that are restaurants and serve seafood through a graph traversal from the BusinessCategory edge collection.","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Seafood"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }
",12.107030868530272,,False,Unknown attribute 'name' in collection 'Categories'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,0.0,,False,unknown_attribute,RAG + Agent,True,2,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER CONTAINS_PATH(b._graph, ""BusinessCategory"", ""Categories"", ""name"", ""Seafood"")
    FILTER b.name == ""Restaurant""
    RETURN DISTINCT b.name","FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Restaurant""
    FILTER EXISTS(
        FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.name == ""Seafood""
    )
    RETURN DISTINCT b.name

This corrected AQL query follows all the important rules and preserves the semantic constraints from the original question while avoiding any conditions that appear only in the previous incorrect AQL. The query filters out businesses in Los Angeles that are restaurants and serve seafood through a graph traversal from the BusinessCategory edge collection."
Q074,Which Indian restaurant in Dallas has the most number of reviews?,advanced,graph_filter_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas"" && b.state == ""Texas""
    FOR r IN 1..1 OUTBOUND b ReviewsBusiness
        FILTER r.to_vertex.name == ""India""
    SORT b.review_count DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count,
        rating: b.rating
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }
",17.62088418006897,,False,Unknown attribute 'to_vertex' in collection 'Businesses'.,,True,,False,Rejected by validator,True,,0.0,,False,unknown_attribute,RAG + Agent,True,2,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FOR c IN 1..1 OUTBOUND b ReviewsBusiness
        FILTER c.to_vertex.name == ""India""
    SORT b.review_count DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count,
        rating: b.rating
    }","FOR b IN Businesses
    FILTER b.city == ""Dallas"" && b.state == ""Texas""
    FOR r IN 1..1 OUTBOUND b ReviewsBusiness
        FILTER r.to_vertex.name == ""India""
    SORT b.review_count DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count,
        rating: b.rating
    }"
Q075,Which Italian restaurant in Dallas has the highest rating?,advanced,graph_filter_sort_limit,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }
",5.945652723312378,,True,,,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }"
Q076,How many bars in Dallas have a rating above 3.5?,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""
        RETURN COUNT(DISTINCT b.business_id)","
LET bars = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas""
        FILTER b.rating > 3.5

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Bars""

            RETURN DISTINCT b._id
)

RETURN LENGTH(bars)
",3.646062612533569,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected DISTINCT modifier near 'DISTINCT b.business_id)' at position 6:22",True,,1.0,,False,execution_error,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""
        RETURN COUNT(DISTINCT b.business_id)","FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""
        RETURN COUNT(DISTINCT b.business_id)"
Q077,What is the number of businesses user Michelle reviews per month?,complex,graph_group_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            COLLECT month = r.month, business = r.business_id
            RETURN { month: month, count: COUNT(DISTINCT business) }
)

RETURN businesses","
FOR u IN Users
    FILTER u.name == ""Michelle""

    FOR r IN 1..1 OUTBOUND u WritesReview

        COLLECT month = r.month
        AGGREGATE business_count = COUNT_DISTINCT(r.business_id)

        SORT month ASC

        RETURN {
            month: month,
            business_count: business_count
        }
",3.788964509963989,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected DISTINCT modifier near 'DISTINCT business) }
)

RETURN b...' at position 6:49",True,,12.0,,False,execution_error,RAG + Agent,False,0,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            COLLECT month = r.month, business = r.business_id
            RETURN { month: month, count: COUNT(DISTINCT business) }
)

RETURN businesses","LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            COLLECT month = r.month, business = r.business_id
            RETURN { month: month, count: COUNT(DISTINCT business) }
)

RETURN businesses"
Q078,Find all pet hospices in Pittsburgh,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        FOR c IN Categories
            FILTER c.business_id == b.business_id && c.category_name == ""Pet Hospitals""
            RETURN DISTINCT b.business_id","
FOR b IN Businesses

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER LOWER(c.category_name) IN [
            ""pet hospice"",
            ""pet hospices""
        ]

        FILTER b.city == ""Pittsburgh""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",3.8027658462524414,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        FOR c IN Categories
            FILTER c.business_id == b.business_id && c.category_name == ""Pet Hospitals""
            RETURN DISTINCT b.business_id","FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        FOR c IN Categories
            FILTER c.business_id == b.business_id && c.category_name == ""Pet Hospitals""
            RETURN DISTINCT b.business_id"
Q079,How many reviews has Adrienne written?,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","
LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""

        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.1444203853607178,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)"
Q080,How many reviews has Michelle written in March 2014?,medium,graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.month == 3 AND r.year == 2014
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","
LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2014
            FILTER r.month == 3
                OR LOWER(TO_STRING(r.month)) == ""march""

            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.603410482406616,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,False,0,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.month == 3 AND r.year == 2014
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.month == 3 AND r.year == 2014
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)"
Q081,How many businesses has Michelle reviewed in 2010?,advanced,graph_count_distinct_businesses,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010

            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                RETURN DISTINCT b.business_id
)

RETURN LENGTH(businesses)","
LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            RETURN DISTINCT r.business_id
)

RETURN LENGTH(businesses)
",4.138858795166016,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010

            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                RETURN DISTINCT b.business_id
)

RETURN LENGTH(businesses)","LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010

            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                RETURN DISTINCT b.business_id
)

RETURN LENGTH(businesses)"
Q082,How many businesses in San Diego has Christine reviewed in 2010?,complex,multi_hop_graph_count,,,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u Reviews
            FILTER r.year == 2010
            FILTER r.city == ""San Diego""
            RETURN DISTINCT r.business_id
)

RETURN LENGTH(businesses)","
LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010

            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                FILTER b.city == ""San Diego""
                RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.908500671386719,,True,,,True,,False,[HTTP 400][ERR 1218] collection type invalid for collection 'Reviews: expecting collection type 'edge',True,,1.0,,False,execution_error,RAG + Agent,False,0,"LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u Reviews
            FILTER r.year == 2010
            FILTER r.city == ""San Diego""
            RETURN DISTINCT r.business_id
)

RETURN LENGTH(businesses)","LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u Reviews
            FILTER r.year == 2010
            FILTER r.city == ""San Diego""
            RETURN DISTINCT r.business_id
)

RETURN LENGTH(businesses)"
Q083,Find all reviews by Patrick with a rating above 4,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Patrick""
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating > 4
        RETURN {
            review_id: r.rid,
            user_id: u.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text
        }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating > 4

        RETURN DISTINCT {
            review_id: r.rid,
            user_id: r.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text,
            year: r.year
        }
",4.234587907791138,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,text,False,Blocked by PrivacyFilter,True,,825.0,,False,privacy_blocked,RAG + Agent,False,0,"FOR u IN Users
    FILTER u.name == ""Patrick""
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating > 4
        RETURN {
            review_id: r.rid,
            user_id: u.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text
        }","FOR u IN Users
    FILTER u.name == ""Patrick""
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating > 4
        RETURN {
            review_id: r.rid,
            user_id: u.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text
        }"
Q084,Find all bistros in Pittsburgh,medium,graph_filter,,,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bistros""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }","
FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bistros""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",4.152570962905884,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bistros""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }","FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bistros""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }"
